"","x"
"1069","ENSG00000237022"
"1070","ENSG00000206052"
"1071","ENSG00000261599"
"1072","ENSG00000204161"
"1073","ENSG00000163602"
"1074","ENSG00000172932"
"1075","ENSG00000006530"
"1076","ENSG00000180998"
"1077","ENSG00000167995"
"1078","ENSG00000113319"
"1079","ENSG00000012223"
"1080","ENSG00000126262"
"1081","ENSG00000117748"
"1082","ENSG00000162892"
"1083","ENSG00000165359"
"1084","ENSG00000066855"
"1085","ENSG00000130475"
"1086","ENSG00000070182"
"1087","ENSG00000133943"
"1088","ENSG00000197860"
"1089","ENSG00000028137"
"1090","ENSG00000153029"
"1091","ENSG00000183878"
"1092","ENSG00000170160"
"1093","ENSG00000136932"
"1094","ENSG00000168014"
"1095","ENSG00000184481"
"1096","ENSG00000109452"
"1097","ENSG00000115977"
"1098","ENSG00000100985"
"1099","ENSG00000273136"
"1100","ENSG00000168038"
"1101","ENSG00000171115"
"1102","ENSG00000173077"
"1103","ENSG00000113441"
"1104","ENSG00000215580"
"1105","ENSG00000230982"
"1106","ENSG00000274000"
"1107","ENSG00000010539"
"1108","ENSG00000141293"
"1109","ENSG00000007237"
"1110","ENSG00000153046"
"1111","ENSG00000135747"
"1112","ENSG00000129292"
"1113","ENSG00000048052"
"1114","ENSG00000153551"
"1115","ENSG00000137078"
"1116","ENSG00000141524"
"1117","ENSG00000267046"
"1118","ENSG00000215421"
"1119","ENSG00000117280"
"1120","ENSG00000185880"
"1121","ENSG00000240021"
"1122","ENSG00000063601"
"1123","ENSG00000196247"
"1124","ENSG00000172270"
"1125","ENSG00000162654"
"1126","ENSG00000133624"
"1127","ENSG00000260596"
"1128","ENSG00000108244"
"1129","ENSG00000263309"
"1130","ENSG00000180953"
"1131","ENSG00000172765"
"1132","ENSG00000101082"
"1133","ENSG00000019991"
"1134","ENSG00000183484"
"1135","ENSG00000170271"
"1136","ENSG00000170074"
"1137","ENSG00000070731"
"1138","ENSG00000015475"
"1139","ENSG00000184220"
"1140","ENSG00000270629"
"1141","ENSG00000244627"
"1142","ENSG00000105866"
"1143","ENSG00000036530"
"1144","ENSG00000154760"
"1145","ENSG00000141665"
"1146","ENSG00000217120"
"1147","ENSG00000182287"
"1148","ENSG00000170921"
"1149","ENSG00000284220"
"1150","ENSG00000172320"
"1151","ENSG00000187554"
"1152","ENSG00000270392"
"1153","ENSG00000117228"
"1154","ENSG00000197629"
"1155","ENSG00000068650"
"1156","ENSG00000088179"
"1157","ENSG00000255987"
"1158","ENSG00000069974"
"1159","ENSG00000230034"
"1160","ENSG00000118579"
"1161","ENSG00000128340"
"1162","ENSG00000105559"
"1163","ENSG00000166927"
"1164","ENSG00000218226"
"1165","ENSG00000164985"
"1166","ENSG00000070501"
"1167","ENSG00000020922"
"1168","ENSG00000104093"
"1169","ENSG00000146828"
"1170","ENSG00000124134"
"1171","ENSG00000187764"
"1172","ENSG00000089639"
"1173","ENSG00000011422"
"1174","ENSG00000283208"
"1175","ENSG00000122432"
"1176","ENSG00000276276"
"1177","ENSG00000188822"
"1178","ENSG00000107201"
"1179","ENSG00000066084"
"1180","ENSG00000080298"
"1181","ENSG00000262210"
"1182","ENSG00000133131"
"1183","ENSG00000159110"
"1184","ENSG00000166896"
"1185","ENSG00000182183"
"1186","ENSG00000009694"
"1187","ENSG00000154889"
"1188","ENSG00000188895"
"1189","ENSG00000284455"
"1190","ENSG00000117602"
"1191","ENSG00000130413"
"1192","ENSG00000063854"
"1193","ENSG00000161929"
"1194","ENSG00000049249"
"1195","ENSG00000233276"
"1196","ENSG00000114450"
"1197","ENSG00000163931"
"1198","ENSG00000133742"
"1199","ENSG00000155307"
"1200","ENSG00000166323"
"1201","ENSG00000243402"
"1202","ENSG00000168404"
"1203","ENSG00000277140"
"1204","ENSG00000173559"
"1205","ENSG00000160117"
"1206","ENSG00000181274"
"1207","ENSG00000100697"
"1208","ENSG00000130429"
"1209","ENSG00000111837"
"1210","ENSG00000284787"
"1211","ENSG00000123610"
"1212","ENSG00000110395"
"1213","ENSG00000164430"
"1214","ENSG00000154997"
"1215","ENSG00000163635"
"1216","ENSG00000134900"
"1217","ENSG00000121552"
"1218","ENSG00000163606"
"1219","ENSG00000285942"
"1220","ENSG00000139547"
"1221","ENSG00000104447"
"1222","ENSG00000187912"
"1223","ENSG00000225890"
"1224","ENSG00000206190"
"1225","ENSG00000186487"
"1226","ENSG00000217555"
"1227","ENSG00000167094"
"1228","ENSG00000145721"
"1229","ENSG00000144228"
"1230","ENSG00000283809"
"1231","ENSG00000196954"
"1232","ENSG00000196263"
"1233","ENSG00000107290"
"1234","ENSG00000170180"
"1235","ENSG00000171840"
"1236","ENSG00000109956"
"1237","ENSG00000273562"
"1238","ENSG00000184788"
"1239","ENSG00000067798"
"1240","ENSG00000101290"
"1241","ENSG00000177570"
"1242","ENSG00000112799"
"1243","ENSG00000171943"
"1244","ENSG00000170837"
"1245","ENSG00000263528"
"1246","ENSG00000158062"
"1247","ENSG00000136111"
"1248","ENSG00000186409"
"1249","ENSG00000120616"
"1250","ENSG00000054267"
"1251","ENSG00000121104"
"1252","ENSG00000176390"
"1253","ENSG00000078618"
"1254","ENSG00000134873"
"1255","ENSG00000148516"
"1256","ENSG00000143643"
"1257","ENSG00000187796"
"1258","ENSG00000100365"
"1259","ENSG00000142765"
"1260","ENSG00000214688"
"1261","ENSG00000162231"
"1262","ENSG00000167703"
"1263","ENSG00000228681"
"1264","ENSG00000152582"
"1265","ENSG00000174007"
"1266","ENSG00000285749"
"1267","ENSG00000106948"
"1268","ENSG00000110665"
"1269","ENSG00000176204"
"1270","ENSG00000175779"
"1271","ENSG00000149970"
"1272","ENSG00000163412"
"1273","ENSG00000185862"
"1274","ENSG00000054965"
"1275","ENSG00000260230"
"1276","ENSG00000176230"
"1277","ENSG00000251215"
"1278","ENSG00000145868"
"1279","ENSG00000258989"
"1280","ENSG00000106003"
"1281","ENSG00000225422"
"1282","ENSG00000169429"
"1283","ENSG00000173083"
"1284","ENSG00000111252"
"1285","ENSG00000089041"
"1286","ENSG00000267554"
"1287","ENSG00000134061"
"1288","ENSG00000182389"
"1289","ENSG00000147457"
"1290","ENSG00000154429"
"1291","ENSG00000117586"
"1292","ENSG00000005302"
"1293","ENSG00000115687"
"1294","ENSG00000185634"
"1295","ENSG00000064886"
"1296","ENSG00000254840"
"1297","ENSG00000136104"
"1298","ENSG00000127663"
"1299","ENSG00000152223"
"1300","ENSG00000188933"
"1301","ENSG00000196890"
"1302","ENSG00000285449"
"1303","ENSG00000172005"
"1304","ENSG00000163736"
"1305","ENSG00000125384"
"1306","ENSG00000198743"
"1307","ENSG00000197540"
"1308","ENSG00000075043"
"1309","ENSG00000223532"
"1310","ENSG00000171777"
"1311","ENSG00000257017"
"1312","ENSG00000213240"
"1313","ENSG00000134489"
"1314","ENSG00000196834"
"1315","ENSG00000164794"
"1316","ENSG00000064687"
"1317","ENSG00000174255"
"1318","ENSG00000160584"
"1319","ENSG00000185261"
"1320","ENSG00000135114"
"1321","ENSG00000125245"
"1322","ENSG00000198001"
"1323","ENSG00000177324"
"1324","ENSG00000133858"
"1325","ENSG00000100599"
"1326","ENSG00000055609"
"1327","ENSG00000142875"
"1328","ENSG00000171700"
"1329","ENSG00000196182"
"1330","ENSG00000126882"
"1331","ENSG00000204271"
"1332","ENSG00000236320"
"1333","ENSG00000242715"
"1334","ENSG00000145860"
"1335","ENSG00000183323"
"1336","ENSG00000134198"
"1337","ENSG00000196912"
"1338","ENSG00000152242"
"1339","ENSG00000151131"
"1340","ENSG00000006576"
"1341","ENSG00000124357"
"1342","ENSG00000222009"
"1343","ENSG00000068366"
"1344","ENSG00000134545"
"1345","ENSG00000115970"
"1346","ENSG00000224212"
"1347","ENSG00000184730"
"1348","ENSG00000062598"
"1349","ENSG00000153944"
"1350","ENSG00000232587"
"1351","ENSG00000102710"
"1352","ENSG00000188158"
"1353","ENSG00000250031"
"1354","ENSG00000255163"
"1355","ENSG00000198780"
"1356","ENSG00000140403"
"1357","ENSG00000251441"
"1358","ENSG00000115652"
"1359","ENSG00000177201"
"1360","ENSG00000087206"
"1361","ENSG00000180974"
"1362","ENSG00000108622"
"1363","ENSG00000276068"
"1364","ENSG00000073861"
"1365","ENSG00000186369"
"1366","ENSG00000105374"
"1367","ENSG00000111729"
"1368","ENSG00000005020"
"1369","ENSG00000005249"
"1370","ENSG00000284096"
"1371","ENSG00000165383"
"1372","ENSG00000275122"
"1373","ENSG00000215252"
"1374","ENSG00000159082"
"1375","ENSG00000180881"
"1376","ENSG00000182782"
"1377","ENSG00000172716"
"1378","ENSG00000177674"
"1379","ENSG00000250366"
"1380","ENSG00000135083"
"1381","ENSG00000139767"
"1382","ENSG00000105397"
"1383","ENSG00000010610"
"1384","ENSG00000183784"
"1385","ENSG00000131873"
"1386","ENSG00000153563"
"1387","ENSG00000117090"
"1388","ENSG00000234925"
"1389","ENSG00000143207"
"1390","ENSG00000276146"
"1391","ENSG00000141084"
"1392","ENSG00000088833"
"1393","ENSG00000266173"
"1394","ENSG00000203663"
"1395","ENSG00000169756"
"1396","ENSG00000107614"
"1397","ENSG00000142794"
"1398","ENSG00000072080"
"1399","ENSG00000121406"
"1400","ENSG00000081665"
"1401","ENSG00000260033"
"1402","ENSG00000186635"
"1403","ENSG00000168878"
"1404","ENSG00000147443"
"1405","ENSG00000180152"
"1406","ENSG00000241394"
"1407","ENSG00000213073"
"1408","ENSG00000159882"
"1409","ENSG00000113088"
"1410","ENSG00000256660"
"1411","ENSG00000136051"
"1412","ENSG00000249646"
"1413","ENSG00000172123"
"1414","ENSG00000197140"
"1415","ENSG00000197471"
"1416","ENSG00000213347"
"1417","ENSG00000124788"
"1418","ENSG00000154016"
"1419","ENSG00000138468"
"1420","ENSG00000126561"
"1421","ENSG00000164543"
"1422","ENSG00000082126"
"1423","ENSG00000177535"
"1424","ENSG00000258546"
"1425","ENSG00000161681"
"1426","ENSG00000135924"
"1427","ENSG00000148484"
"1428","ENSG00000169891"
"1429","ENSG00000110031"
"1430","ENSG00000158987"
"1431","ENSG00000182010"
"1432","ENSG00000152804"
"1433","ENSG00000174990"
"1434","ENSG00000100336"
"1435","ENSG00000162739"
"1436","ENSG00000087266"
"1437","ENSG00000171643"
"1438","ENSG00000258367"
"1439","ENSG00000283707"
"1440","ENSG00000147168"
"1441","ENSG00000116106"
"1442","ENSG00000163737"
"1443","ENSG00000180934"
"1444","ENSG00000249138"
"1445","ENSG00000005238"
"1446","ENSG00000026025"
"1447","ENSG00000285334"
"1448","ENSG00000173638"
"1449","ENSG00000176809"
"1450","ENSG00000172164"
"1451","ENSG00000178690"
"1452","ENSG00000163599"
"1453","ENSG00000197013"
"1454","ENSG00000095370"
"1455","ENSG00000257966"
"1456","ENSG00000180537"
"1457","ENSG00000117151"
"1458","ENSG00000250771"
"1459","ENSG00000103064"
"1460","ENSG00000105383"
"1461","ENSG00000169239"
"1462","ENSG00000237719"
"1463","ENSG00000110448"
"1464","ENSG00000274580"
"1465","ENSG00000118058"
"1466","ENSG00000060558"
"1467","ENSG00000126091"
"1468","ENSG00000236988"
"1469","ENSG00000140749"
"1470","ENSG00000205639"
"1471","ENSG00000184166"
"1472","ENSG00000042980"
"1473","ENSG00000152049"
"1474","ENSG00000198286"
"1475","ENSG00000239920"
"1476","ENSG00000105352"
"1477","ENSG00000274131"
"1478","ENSG00000227825"
"1479","ENSG00000112578"
"1480","ENSG00000132704"
"1481","ENSG00000165097"
"1482","ENSG00000154175"
"1483","ENSG00000211699"
"1484","ENSG00000175711"
"1485","ENSG00000164849"
"1486","ENSG00000213903"
"1487","ENSG00000285456"
"1488","ENSG00000111145"
"1489","ENSG00000065600"
"1490","ENSG00000188558"
"1491","ENSG00000250517"
"1492","ENSG00000178772"
"1493","ENSG00000078487"
"1494","ENSG00000138613"
"1495","ENSG00000160229"
"1496","ENSG00000167210"
"1497","ENSG00000111554"
"1498","ENSG00000160856"
"1499","ENSG00000186205"
"1500","ENSG00000144815"
"1501","ENSG00000242711"
"1502","ENSG00000229808"
"1503","ENSG00000160961"
"1504","ENSG00000100034"
"1505","ENSG00000170629"
"1506","ENSG00000167216"
"1507","ENSG00000196593"
"1508","ENSG00000122224"
"1509","ENSG00000235674"
"1510","ENSG00000214189"
"1511","ENSG00000229894"
"1512","ENSG00000107742"
"1513","ENSG00000144468"
"1514","ENSG00000256937"
"1515","ENSG00000077238"
"1516","ENSG00000166105"
"1517","ENSG00000221823"
"1518","ENSG00000153391"
"1519","ENSG00000144744"
"1520","ENSG00000167264"
"1521","ENSG00000126550"
"1522","ENSG00000283046"
"1523","ENSG00000140379"
"1524","ENSG00000157734"
"1525","ENSG00000172771"
"1526","ENSG00000282752"
"1527","ENSG00000124222"
"1528","ENSG00000198053"
"1529","ENSG00000169075"
"1530","ENSG00000188107"
"1531","ENSG00000119866"
"1532","ENSG00000036828"
"1533","ENSG00000198128"
"1534","ENSG00000055208"
"1535","ENSG00000255587"
"1536","ENSG00000184939"
"1537","ENSG00000284599"
"1538","ENSG00000161912"
"1539","ENSG00000197405"
"1540","ENSG00000143382"
"1541","ENSG00000260452"
"1542","ENSG00000169247"
"1543","ENSG00000089820"
"1544","ENSG00000110203"
"1545","ENSG00000165409"
"1546","ENSG00000185404"
"1547","ENSG00000051596"
"1548","ENSG00000066827"
"1549","ENSG00000198382"
"1550","ENSG00000283709"
"1551","ENSG00000187857"
"1552","ENSG00000258679"
"1553","ENSG00000136861"
"1554","ENSG00000137261"
"1555","ENSG00000132670"
"1556","ENSG00000187688"
"1557","ENSG00000282675"
"1558","ENSG00000154529"
"1559","ENSG00000179841"
"1560","ENSG00000120280"
"1561","ENSG00000183389"
"1562","ENSG00000211701"
"1563","ENSG00000026103"
"1564","ENSG00000134779"
"1565","ENSG00000115993"
"1566","ENSG00000156110"
"1567","ENSG00000151743"
"1568","ENSG00000278613"
"1569","ENSG00000153395"
"1570","ENSG00000179639"
"1571","ENSG00000127824"
"1572","ENSG00000140396"
"1573","ENSG00000103061"
"1574","ENSG00000136541"
"1575","ENSG00000229754"
"1576","ENSG00000129682"
"1577","ENSG00000215160"
"1578","ENSG00000134321"
"1579","ENSG00000271699"
"1580","ENSG00000151835"
"1581","ENSG00000285551"
"1582","ENSG00000008086"
"1583","ENSG00000277398"
"1584","ENSG00000012232"
"1585","ENSG00000139626"
"1586","ENSG00000213190"
"1587","ENSG00000133317"
"1588","ENSG00000125037"
"1589","ENSG00000185973"
"1590","ENSG00000215493"
"1591","ENSG00000119457"
"1592","ENSG00000275050"
"1593","ENSG00000213928"
"1594","ENSG00000285048"
"1595","ENSG00000091157"
"1596","ENSG00000164082"
"1597","ENSG00000100427"
"1598","ENSG00000188786"
"1599","ENSG00000100058"
"1600","ENSG00000080503"
"1601","ENSG00000171291"
"1602","ENSG00000101849"
"1603","ENSG00000274137"
"1604","ENSG00000284990"
"1605","ENSG00000104327"
"1606","ENSG00000152969"
"1607","ENSG00000227032"
"1608","ENSG00000234232"
"1609","ENSG00000242732"
"1610","ENSG00000075702"
"1611","ENSG00000258111"
"1612","ENSG00000151692"
"1613","ENSG00000220008"
"1614","ENSG00000167895"
"1615","ENSG00000187010"
"1616","ENSG00000233586"
"1617","ENSG00000115295"
"1618","ENSG00000000460"
"1619","ENSG00000196242"
"1620","ENSG00000138134"
"1621","ENSG00000102245"
"1622","ENSG00000165060"
"1623","ENSG00000104490"
"1624","ENSG00000186020"
"1625","ENSG00000145451"
"1626","ENSG00000176165"
"1627","ENSG00000117385"
"1628","ENSG00000205086"
"1629","ENSG00000256061"
"1630","ENSG00000256229"
"1631","ENSG00000127527"
"1632","ENSG00000157193"
"1633","ENSG00000172216"
"1634","ENSG00000237593"
"1635","ENSG00000131686"
"1636","ENSG00000275290"
"1637","ENSG00000242324"
"1638","ENSG00000166405"
"1639","ENSG00000160410"
"1640","ENSG00000086288"
"1641","ENSG00000234338"
"1642","ENSG00000078589"
"1643","ENSG00000206435"
"1644","ENSG00000109103"
"1645","ENSG00000204642"
"1646","ENSG00000197959"
"1647","ENSG00000185231"
"1648","ENSG00000166527"
"1649","ENSG00000131196"
"1650","ENSG00000185271"
"1651","ENSG00000104998"
"1652","ENSG00000215414"
"1653","ENSG00000229172"
"1654","ENSG00000159184"
"1655","ENSG00000180884"
"1656","ENSG00000102349"
"1657","ENSG00000158825"
"1658","ENSG00000164663"
"1659","ENSG00000164627"
"1660","ENSG00000163406"
"1661","ENSG00000047644"
"1662","ENSG00000173212"
"1663","ENSG00000230257"
"1664","ENSG00000111087"
"1665","ENSG00000283378"
"1666","ENSG00000250189"
"1667","ENSG00000259950"
"1668","ENSG00000233750"
"1669","ENSG00000143786"
"1670","ENSG00000178971"
"1671","ENSG00000072818"
"1672","ENSG00000141480"
"1673","ENSG00000188452"
"1674","ENSG00000006125"
"1675","ENSG00000136279"
"1676","ENSG00000229074"
"1677","ENSG00000233614"
"1678","ENSG00000133985"
"1679","ENSG00000146592"
"1680","ENSG00000164199"
"1681","ENSG00000168995"
"1682","ENSG00000233877"
"1683","ENSG00000206199"
"1684","ENSG00000185710"
"1685","ENSG00000283826"
"1686","ENSG00000232528"
"1687","ENSG00000198178"
"1688","ENSG00000007968"
"1689","ENSG00000282899"
"1690","ENSG00000172936"
"1691","ENSG00000124120"
"1692","ENSG00000230482"
"1693","ENSG00000172421"
"1694","ENSG00000101842"
"1695","ENSG00000270962"
"1696","ENSG00000139737"
"1697","ENSG00000112038"
"1698","ENSG00000174175"
"1699","ENSG00000271519"
"1700","ENSG00000164048"
"1701","ENSG00000118508"
"1702","ENSG00000185158"
"1703","ENSG00000161905"
"1704","ENSG00000112679"
"1705","ENSG00000274148"
"1706","ENSG00000179088"
"1707","ENSG00000206047"
"1708","ENSG00000284983"
"1709","ENSG00000112149"
"1710","ENSG00000182070"
"1711","ENSG00000135749"
"1712","ENSG00000243609"
"1713","ENSG00000285799"
"1714","ENSG00000104892"
"1715","ENSG00000075340"
"1716","ENSG00000120949"
"1717","ENSG00000158023"
"1718","ENSG00000281981"
"1719","ENSG00000173930"
"1720","ENSG00000280518"
"1721","ENSG00000188785"
"1722","ENSG00000233578"
"1723","ENSG00000237438"
"1724","ENSG00000102760"
"1725","ENSG00000249226"
"1726","ENSG00000091831"
"1727","ENSG00000163735"
"1728","ENSG00000114656"
"1729","ENSG00000139190"
"1730","ENSG00000183091"
"1731","ENSG00000127530"
"1732","ENSG00000179909"
"1733","ENSG00000231548"
"1734","ENSG00000137962"
"1735","ENSG00000169299"
"1736","ENSG00000255819"
"1737","ENSG00000143190"
"1738","ENSG00000128594"
"1739","ENSG00000069966"
"1740","ENSG00000178636"
"1741","ENSG00000099725"
"1742","ENSG00000104112"
"1743","ENSG00000251369"
"1744","ENSG00000240225"
"1745","ENSG00000132205"
"1746","ENSG00000104312"
"1747","ENSG00000100181"
"1748","ENSG00000078687"
"1749","ENSG00000255804"
"1750","ENSG00000066336"
"1751","ENSG00000189152"
"1752","ENSG00000255757"
"1753","ENSG00000275463"
"1754","ENSG00000278704"
"1755","ENSG00000263482"
"1756","ENSG00000182230"
"1757","ENSG00000235105"
"1758","ENSG00000196600"
"1759","ENSG00000214279"
"1760","ENSG00000173114"
"1761","ENSG00000134765"
"1762","ENSG00000119321"
"1763","ENSG00000284794"
"1764","ENSG00000197454"
"1765","ENSG00000180479"
"1766","ENSG00000047056"
"1767","ENSG00000110080"
"1768","ENSG00000225824"
"1769","ENSG00000111728"
"1770","ENSG00000270911"
"1771","ENSG00000162757"
"1772","ENSG00000130303"
"1773","ENSG00000124479"
"1774","ENSG00000254126"
"1775","ENSG00000053108"
"1776","ENSG00000180251"
"1777","ENSG00000124256"
"1778","ENSG00000226792"
"1779","ENSG00000135119"
"1780","ENSG00000181804"
"1781","ENSG00000205423"
"1782","ENSG00000261208"
"1783","ENSG00000184154"
"1784","ENSG00000232268"
"1785","ENSG00000243943"
"1786","ENSG00000256667"
"1787","ENSG00000157168"
"1788","ENSG00000119714"
"1789","ENSG00000180914"
"1790","ENSG00000116698"
"1791","ENSG00000183747"
"1792","ENSG00000130052"
"1793","ENSG00000236032"
"1794","ENSG00000140986"
"1795","ENSG00000128805"
"1796","ENSG00000176049"
"1797","ENSG00000188056"
"1798","ENSG00000177721"
"1799","ENSG00000227001"
"1800","ENSG00000122783"
"1801","ENSG00000198851"
"1802","ENSG00000198624"
"1803","ENSG00000270011"
"1804","ENSG00000256720"
"1805","ENSG00000267430"
"1806","ENSG00000121297"
"1807","ENSG00000155275"
"1808","ENSG00000250017"
"1809","ENSG00000160791"
"1810","ENSG00000248503"
"1811","ENSG00000258227"
"1812","ENSG00000256817"
"1813","ENSG00000171094"
"1814","ENSG00000228163"
"1815","ENSG00000134815"
"1816","ENSG00000161298"
"1817","ENSG00000142856"
"1818","ENSG00000140511"
"1819","ENSG00000175489"
"1820","ENSG00000198932"
"1821","ENSG00000141622"
"1822","ENSG00000078596"
"1823","ENSG00000182347"
"1824","ENSG00000275302"
"1825","ENSG00000185760"
"1826","ENSG00000176896"
"1827","ENSG00000179938"
"1828","ENSG00000198046"
"1829","ENSG00000284931"
"1830","ENSG00000270800"
"1831","ENSG00000280286"
"1832","ENSG00000005981"
"1833","ENSG00000227152"
"1834","ENSG00000156787"
"1835","ENSG00000158481"
"1836","ENSG00000099910"
"1837","ENSG00000232334"
"1838","ENSG00000213085"
"1839","ENSG00000244471"
"1840","ENSG00000110777"
"1841","ENSG00000197410"
"1842","ENSG00000284227"
"1843","ENSG00000120318"
"1844","ENSG00000105610"
